0a720a56b5207f9b34f8ae3d59a6be73a63510f1,DELETE,regular-file,Assets/Resources/Prefabs/ParticlePrefabs/SmokeStack2.prefab,117933,
65b3d64b199a9c238f7e79ee2cb67094895f2359,DELETE,regular-file,Assets/Resources/Prefabs/ParticlePrefabs/StarMovement.prefab,117864,
17d0084708d73aa057d4ac9e638404db0ee2a3bd,DELETE,regular-file,Assets/Resources/Prefabs/ParticlePrefabs/Torch.prefab,349526,
f447c08ab52624c0730f991001807a8af0b98f79,DELETE,regular-file,Assets/Resources/Prefabs/ParticlePrefabs/UpgradeFlash.prefab,117887,
1f04cbf2c490b136bf04bb999cf220fd2d1c4938,DELETE,regular-file,Assets/Resources/Prefabs/ParticlePrefabs/UpgradeSplash.prefab,118093,
7ed020846fcaee14e66beba61f3e0e9dcedef400,DELETE,regular-file,Assets/Resources/Prefabs/ParticlePrefabs/UpgradeSwirl.prefab,235920,
ebadbf7dbd4b56106698be03428a897e666c93c6,DELETE,regular-file,Assets/Resources/Prefabs/ParticlePrefabs/UpgradeSwirlDown.prefab,235931,
88af6772d6ff7cf0fcf831907d3555ff878e3c33,DELETE,regular-file,Assets/Resources/Prefabs/ParticlePrefabs/uiBorderHighlight.prefab,117895,
00c9e6b06458b92dd2b52fb89de0b766bf29f199,DELETE,regular-file,Assets/Resources/Prefabs/ParticlePrefabs/uiBorderHighlightFlash.prefab,117916,
76e99f5576a028483c18d92a1ba715068fad5410,DELETE,regular-file,Assets/Resources/Prefabs/ParticlePrefabs/uiBorderHighlightStrobe.prefab,118772,
18a8bd94e9d5f0565535eeb640f71091cccf8139,DELETE,regular-file,Assets/Resources/Prefabs/ParticlePrefabs/uiCircleHighlightFlash.prefab,117919,
2d886b140d4788c984618ccfd23b515f0afe95ef,DELETE,regular-file,Assets/Resources/Prefabs/ParticlePrefabs/uiCircleHighlightStrobe.prefab,117916,
c2949c0ebf895438ccdb933c150f87b47478e768,DELETE,regular-file,Assets/Resources/Prefabs/ParticlePrefabs/uiWorkerFlash-dep.prefab,117871,
dbe5bb1e87372f001143e9fe445fcf65ead68da8,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/BuildObjectPanel.prefab,167709,
b4a275d48cc05e84bde152e93369ffa44c0ef055,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/CampTipWindow.prefab,118729,
5dd39695842bfd01a70c2e3533b1c21cc93f631b,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/CityUpgradePanel.prefab,323989,
4a24c279b438bb6230a328d8d00e7fefb890e804,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/ImprovementTipWindow.prefab,149667,
8601c0f911157897a761977592e9afd08fc89efd,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/LaborerDestinationWindow.prefab,104697,
d1b31c801716b42ed7ac002d215afb5904f2b376,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/NewGameMenu.prefab,304324,
1249c1a6592b2ae7a1ec8aab1c263238a02ac98f,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/ResearchTipWindow.prefab,315736,
cd9d33735ef65c706bfafb74581ded4d77a68a63,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/ResearchTreePanel.prefab,606555,
67a9de5ea2836cfc141f7235f4742c655c8c19cf,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/ResourceInfoPanel.prefab,446926,
bab91cd34001abd3422f75312141994e04bd0d58,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/ResourceOverflowGrid.prefab,536190,
3c462e88b71083b81ac775c1f6f1167391c88bec,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/ResourcePersonalInfoPanel.prefab,171345,
60e375b10540e6c0245847c6bda761b44ff19bbd,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/SettingsMenu.prefab,168791,
1807029fa5218f7d067d0caa842cabd74a316c54,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/TradeCenterResourceManager.prefab,104106,
41873b75f96feae4b58eb8417688355b586e7381,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/TradeRouteManager.prefab,128442,
5ffc84f3dcf099443d0c664be152a2a9cb237648,DELETE,regular-file,Assets/Resources/Prefabs/UIPrefabs/TradeRouteStopPanel.prefab,110546,
77b22993ff346e6a330968985cb905772f8b8138,DELETE,regular-file,Assets/Scenes/ScarcityMainMap.unity,8696731,
5ed607effda7f9aa1bb1eda56450fef915974c8f,DELETE,regular-file,Assets/Scenes/TitleScreen.unity,109156,
53e3396c68c335d7b9aaa22fbbafc8668e9b1fc1,DELETE,regular-file,Assets/Scripts/BuildSystem/CityBuilderManager.cs,134012,
476c6f30d2fb4f197a878d6e3b3aef55f8939da8,DELETE,regular-file,Assets/Scripts/Map/Conversations.cs,119394,
0197104e801c06cfc15024fa81cc9c2a05c37a8c,DELETE,regular-file,Assets/Scripts/Map/MapWorld.cs,302893,
4494526f2a2ea4aa8a188be86a1d25386c9402c2,DELETE,regular-file,Assets/Scripts/Map/TerrainGenerator.cs,133347,
409ed2d4a2c8f29586d2a5c92654b40bbfcc955a,DELETE,regular-file,Assets/Shaders/AuroraBorealis.shadergraph,156623,
78eb8f5fb1dfe0e6e3e192725c0a04493e0ce0be,DELETE,regular-file,Assets/Shaders/CItyNameShine.shadergraph,136534,
da9cfce81e73bca0fa40e6368faccc4207d0273a,DELETE,regular-file,Assets/Shaders/CityNameGlow.shadergraph,151557,
97516c5a5f3167f906e1ab8d731edcaf160c0827,DELETE,regular-file,Assets/Shaders/SwayerShader.shadergraph,116808,
470fdae434dfd46fae1d9de86104726567520479,DELETE,regular-file,Assets/Shaders/UISpriteButtonGlow.shadergraph,103925,
a818dae0acbfb95f16706346174f7e268b4d9e8f,DELETE,regular-file,Assets/Shaders/WaterEffect 2.shadergraph,157857,
992668699c728dd5c7128e1549c73c7be9d2e520,DELETE,regular-file,Assets/Shaders/WaterEffect 3.shadergraph,250815,
c2ea2d278785aa03d590f89fabdb0f30ad0976e9,DELETE,regular-file,Assets/TextMesh Pro/Documentation/TextMesh Pro User Guide 2016.pdf,694398,
67107cd728946033f48495910152b15d25a8fa64,DELETE,regular-file,Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF - Fallback.asset,534244,
e19fafa5c2870b5c78206b6301822fcff60f9fc6,DELETE,regular-file,Assets/TextMesh Pro/Resources/Fonts & Materials/LiberationSans SDF.asset,2257171,
43af3c0104fc9422a289d20006c6ea502c0508f7,DELETE,regular-file,Assets/_Assets/MyFonts/Fattern SDF.asset,2111797,
96600f5b1c7b7f6d2a282912500fc16ec49704e0,DELETE,regular-file,Assets/_Assets/MyFonts/Robaga Rounded Black SDF.asset,2145587,
be380decb120fb31f9c3b1462de890066a78d857,DELETE,regular-file,Assets/_Assets/material stats/BuildingMaterials.blend1,3732828,
9505a49b02faa8c25902b514a5e2de563f7e756d,DELETE,regular-file,Assets/_Assets/material stats/Infantry02.blend1,4387816,
96ce9ccc4066bc48c89df24f099786bc23e78158,DELETE,regular-file,Assets/_Assets/material stats/button_round1.svg,4006735,
de0b177ca8b1b7e755c5af54d4b3b9c8fb3e780b,DELETE,regular-file,Assets/_Assets/material stats/texture_atlas01.svg,7889767,
